rho,mu,method,overlap1,overlap1_std,overlap2,overlap2_std,sum,sum_std
0.0,0.0808080808080808,B,0.47460691360219137,0.002450298842450871,0.726542894844462,0.002361814515774948,0.6005749042233266,0.0012103249972954372
0.0,0.0808080808080808,naive,0.8771231702132716,0.0008282519907250164,0.11070382551238915,0.0057753813227959805,0.49391349786283034,0.0026768020837808185
0.0,0.08484848484848485,A,0.055910672769299244,0.0027431856699737687,0.8671292779979691,0.000708816202569495,0.46151997538363415,0.0014044295265062678
0.0,0.08484848484848485,B,0.5010362221307644,0.0027660432428045947,0.7103118050821715,0.002429975892055844,0.605674013606468,0.0011988306771259563
0.0,0.08484848484848485,naive,0.8772048756701878,0.0008973333579235487,0.11434583358291306,0.005290114664498029,0.4957753546265504,0.002468382664059312
0.0,0.08888888888888889,A,0.05586989718815193,0.002727515939003845,0.8657526490153543,0.0008170493973567113,0.4608112731017532,0.0013655459679384192
0.0,0.08888888888888889,B,0.5352904603400206,0.002656614847052934,0.6805161927344184,0.0029280353137543826,0.6079033265372196,0.001102769904699664
0.0,0.08888888888888889,naive,0.8774068807763084,0.0008411890773492227,0.10885972514554043,0.005411795830036847,0.4931333029609244,0.002513874352362846
0.0,0.09292929292929293,A,0.05309337615277991,0.002922104827561935,0.8650231697533854,0.000883352886264164,0.4590582729530827,0.001514112736155783
0.0,0.09292929292929293,B,0.5663331360142386,0.003142569737789627,0.6468430182595895,0.004276533896926469,0.606588077136914,0.0013292182258194632
0.0,0.09292929292929293,naive,0.8768547638234097,0.000869799810524303,0.10433242406950191,0.005599055641283821,0.4905935939464557,0.00260021073562708
0.0,0.09696969696969697,A,0.053249484229363785,0.0029981594088435196,0.8646085778994965,0.0008788943183091953,0.4589290310644302,0.0015720255261471663
0.0,0.09696969696969697,B,0.5983040511713682,0.0025820102099343295,0.6173833973525313,0.004120264368867411,0.6078437242619498,0.0013786262238486364
0.0,0.09696969696969697,naive,0.8782428124221915,0.0008498053825971743,0.10188128456067748,0.005353668317323952,0.49006204849143437,0.0024773172448372847
0.0,0.10101010101010101,A,0.05258237885553875,0.003047960102470399,0.8654309693141239,0.0008323026897433369,0.4590066740848313,0.0015274600955855428
0.0,0.10101010101010101,B,0.6385530702473377,0.002880693974897538,0.5668379115616358,0.0054092377669338245,0.6026954909044868,0.0017484070328647988
0.0,0.10101010101010101,naive,0.8780780286514751,0.0008635715716849085,0.09381381366146853,0.0051931351272097885,0.4859459211564719,0.002430853855426835
0.0,0.10505050505050505,A,0.059857755682037245,0.0029245658348570863,0.8659222912193758,0.0008511034911989389,0.4628900234507064,0.0014968208707801243
0.0,0.10505050505050505,B,0.6659263496491363,0.003160114992247162,0.53337717605924,0.006564973719617161,0.5996517628541882,0.002045278361911023
0.0,0.10505050505050505,naive,0.8774132821554597,0.0007719958607475833,0.10596854331648224,0.005067584746561766,0.4916909127359709,0.0024160817596831107
0.0,0.10909090909090909,A,0.06546766486534751,0.0032834792049185393,0.8634968159876126,0.0009058717356203704,0.46448224042648006,0.00165942414571667
0.0,0.10909090909090909,B,0.695334950258593,0.00298334006044944,0.493377127160484,0.007229170448080579,0.5943560387095385,0.0024601113030199412
0.0,0.10909090909090909,naive,0.878195047689793,0.0008676644750140668,0.11067336279546978,0.0053265680412628085,0.4944342052426313,0.0024896232108788914
0.0,0.11313131313131314,A,0.06583122125626588,0.0032537096134487194,0.8653880645801811,0.0008244348892372337,0.4656096429182235,0.0016767849799713018
0.0,0.11313131313131314,B,0.7246701720244789,0.0028491788910922607,0.4422551598794242,0.008429109377476443,0.5834626659519516,0.0030977210587463766
0.0,0.11313131313131314,naive,0.8773080660010946,0.0007902260137415899,0.10631398769066065,0.00513378390460085,0.4918110268458777,0.0024232331277973607
0.0,0.11717171717171718,A,0.06549600928585705,0.0034079516718466766,0.8649618134461301,0.0008555844213466641,0.46522891136599354,0.0016789055686320016
0.0,0.11717171717171718,B,0.748547621463388,0.002981993951402724,0.3971111459462868,0.009357851318458633,0.5728293837048374,0.0034365766438258323
0.0,0.11717171717171718,naive,0.8778086289458659,0.0008199372794313844,0.10697103805001175,0.005598090550461306,0.49238983349793886,0.002634538698148168
0.0,0.12121212121212122,A,0.06350011006617269,0.003197516516335478,0.8662947262620131,0.0007891879020967405,0.4648974181640928,0.001634281808557627
0.0,0.12121212121212122,B,0.7715214194735815,0.002752052690527976,0.3505475322566463,0.009605634605074746,0.561034475865114,0.0035886994098204344
0.0,0.12121212121212122,naive,0.8783238655160345,0.0009448971986466689,0.10614719159848444,0.005265691363455046,0.49223552855725955,0.00238331568790867
0.0,0.12525252525252525,A,0.06049175008239576,0.0031179759303212942,0.864921911843566,0.0009251474181990094,0.4627068309629809,0.0016335784492431324
0.0,0.12525252525252525,B,0.7962541371912368,0.002351199937494299,0.26955114486619713,0.010578517749757786,0.532902641028717,0.0042885557781992415
0.0,0.12525252525252525,naive,0.877790008536331,0.0007635716928967453,0.09051386999654759,0.004937123220832053,0.4841519392664393,0.0023460716971170623
0.0,0.1292929292929293,A,0.07283047399642978,0.003785957153624951,0.864147294579228,0.0008768374265096726,0.46848888428782887,0.0018671885184513724
0.0,0.1292929292929293,B,0.8099386167894751,0.0020044408057316673,0.2601199643779141,0.008892631152067506,0.5350292905836946,0.003635554824062737
0.0,0.1292929292929293,naive,0.8785071751690612,0.0008966510498673991,0.10153019341461604,0.005144004943174963,0.4900186842918386,0.002427913238318747
0.0,0.13333333333333333,A,0.07515056513865767,0.004039582896658903,0.8636755959341099,0.000864738245812708,0.4694130805363838,0.0019661075512137074
0.0,0.13333333333333333,B,0.8223696337881673,0.0018278495544354423,0.22489278723911432,0.009540751461686862,0.5236312105136407,0.004018222990339543
0.0,0.13333333333333333,naive,0.8772092429201731,0.0008761011522286881,0.1068893035289083,0.0055628077178621,0.49204927322454073,0.0025901783188283065
